method,model_version,prompt_version,reasoning,prior_correction,data_path,split,setup_id,n_boards,correct_square,correct_square_mean,correct_board,correct_board_mean,board_rank,board_rank_mean,first_output_illegal,first_output_illegal_mean,none_legal,none_legal_mean,input_tokens,input_tokens_mean,output_tokens,output_tokens_mean,inference_time,inference_time_mean,cost,cost_mean,n_suggested,n_suggested_mean,effort
square_logits,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_201154,11,"[0.453125, 0.421875, 0.453125, 0.4375, 0.390625, 0.484375, 0.484375, 0.453125, 0.5, 0.484375, 0.484375]",0.4588068181818182,"[false, false, false, false, false, false, true, false, false, false, true]",0.18181818181818182,"[0.9705882352941176, 0.9722222222222222, 0.9714285714285714, 0.36585365853658536, 0.935483870967742, 0.975, 1.0, 0.975, 0.8387096774193549, 0.975, 1.0]",0.9072078396244176,"[null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null]",,"[55534, 55534, 55534, 55534, 55534, 55534, 55534, 55534, 55534, 55534, 55534]",55534.0,"[40744, 36015, 33964, 36030, 33178, 35739, 29372, 34235, 28712, 36038, 31603]",34148.181818181816,"[null, null, null, null, null, null, null, null, null, null, null]",,"[0.648135, 0.5890225, 0.563385, 0.58921, 0.55356, 0.5855725, 0.505985, 0.5667725, 0.49773500000000004, 0.58931, 0.5338725000000001]",0.5656872727272728,"[null, null, null, null, null, null, null, null, null, null, null]",,high
square_logits,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_203121,10,"[0.453125, 0.453125, 0.453125, 0.4375, 0.421875, 0.40625, 0.484375, 0.421875, 0.40625, 0.40625]",0.434375,"[false, true, false, true, false, true, false, false, false, false]",0.3,"[0.7142857142857143, 1.0, 0.9024390243902439, 1.0, 0.9, null, 0.9722222222222222, 0.8484848484848485, 0.5121951219512195, 0.9743589743589743]",0.869331767299247,"[null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null]",,"[56008, 56008, 56008, 56008, 56008, 56008, 56008, 56008, 56008, 56008]",56008.0,"[33478, 39789, 35049, 36276, 36892, 34634, 35317, 37302, 38808, 39917]",36746.2,"[null, null, null, null, null, null, null, null, null, null]",,"[0.5584950000000001, 0.6373825000000001, 0.5781325, 0.59347, 0.60117, 0.572945, 0.5814825, 0.606295, 0.62512, 0.6389825]",0.5993475,"[null, null, null, null, null, null, null, null, null, null]",,high
square_logits,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_203700,18,"[0.4375, 0.359375, 0.4375, 0.453125, 0.390625, 0.5, 0.4375, 0.4375, 0.46875, 0.40625, 0.4375, 0.453125, 0.453125, 0.46875, 0.484375, 0.515625, 0.453125, 0.5]",0.4496527777777778,"[true, true, true, false, true, false, false, false, false, false, false, false, true, false, false, false, false, false]",0.2777777777777778,"[1.0, 1.0, null, 0.8292682926829268, 1.0, 0.6666666666666667, 0.6285714285714286, 0.5833333333333333, 0.8275862068965517, 0.5517241379310345, 0.9655172413793104, 0.9230769230769231, null, 0.8928571428571429, 0.9583333333333334, 0.9285714285714286, 0.7241379310344828, 0.8461538461538461]",0.8328623695305255,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[55887, 55887, 55887, 55887, 55887, 55887, 55887, 55887, 55887, 55887, 55887, 55887, 55887, 55887, 55887, 55887, 55887, 55887]",55887.0,"[37686, 43047, 40133, 37293, 38120, 34386, 36611, 36377, 34040, 42892, 35223, 33109, 32382, 39686, 36604, 34368, 39646, 30587]",36788.333333333336,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.6107925000000001, 0.6778050000000001, 0.6413800000000001, 0.6058800000000001, 0.6162175000000001, 0.5695425000000001, 0.5973550000000001, 0.59443, 0.5652175, 0.6758675000000001, 0.580005, 0.5535800000000001, 0.5444925, 0.6357925000000001, 0.5972675000000001, 0.5693175, 0.6352925, 0.522055]",0.5995716666666667,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-09_205328,18,"[0.375, 0.421875, 0.328125, 0.4375, 0.328125, 0.34375, 0.234375, 0.28125, 0.34375, 0.359375, 0.484375, 0.28125, 0.296875, 0.390625, 0.34375, 0.234375, 0.234375, 0.28125]",0.3333333333333333,"[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]",0.0,"[0.5714285714285714, 0.8, 0.9523809523809523, 0.7272727272727273, 0.8260869565217391, 0.782608695652174, 0.84, 0.8148148148148149, 0.9666666666666667, 0.5357142857142857, 0.4722222222222222, 0.75, 0.9459459459459459, 0.5952380952380952, 0.9230769230769231, 0.5, 0.6666666666666667, 0.9]",0.7538957513112102,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194]",37194.0,"[23442, 20466, 17863, 22131, 24942, 26151, 25538, 26515, 25818, 26301, 9593, 31081, 34110, 24023, 27999, 34166, 31611, 34875]",25923.61111111111,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.3860100000000001, 0.34881000000000006, 0.3162725, 0.3696225000000001, 0.40476, 0.4198725, 0.4122100000000001, 0.42442250000000004, 0.41571, 0.42174750000000005, 0.21289750000000002, 0.4814975, 0.51936, 0.3932725, 0.4429725, 0.5200600000000001, 0.4881225, 0.5289225000000001]",0.41703013888888896,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_200019,17,"[0.53125, 0.40625, 0.390625, 0.4375, 0.46875, 0.375, 0.40625, 0.40625, 0.390625, 0.375, 0.421875, 0.484375, 0.375, 0.390625, 0.34375, 0.375, 0.359375]",0.40808823529411764,"[true, false, false, false, false, false, true, true, false, true, true, false, false, false, false, false, false]",0.29411764705882354,"[1.0, 0.9642857142857143, 0.868421052631579, 0.6666666666666667, 0.9777777777777777, 0.75, 1.0, 1.0, 0.9215686274509804, 1.0, 1.0, 0.9777777777777777, 0.9069767441860466, 0.8125, 0.9772727272727273, 0.5348837209302326, 0.8571428571428572]",0.8950160980071976,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084]",37084.0,"[24900, 25758, 31531, 27176, 26776, 31658, 24538, 25232, 24635, 27943, 27885, 23291, 25260, 24401, 26296, 23592, 30808]",26569.41176470588,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.40396000000000004, 0.414685, 0.48684750000000004, 0.43241, 0.42741, 0.488435, 0.39943500000000004, 0.40811000000000003, 0.40064750000000005, 0.44199750000000004, 0.4412725, 0.3838475, 0.40846000000000005, 0.39772250000000003, 0.42141, 0.38761, 0.47781]",0.42482764705882353,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_201154,11,"[0.453125, 0.40625, 0.40625, 0.40625, 0.4375, 0.46875, 0.546875, 0.484375, 0.5, 0.4375, 0.453125]",0.45454545454545453,"[false, false, false, false, false, false, true, false, false, true, false]",0.18181818181818182,"[0.9705882352941176, 0.6944444444444444, 0.8285714285714285, 0.926829268292683, 0.6451612903225806, 0.95, 1.0, 0.875, 0.6451612903225806, 1.0, 0.6896551724137931]",0.8386737390601481,"[null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null]",,"[37294, 37294, 37294, 37294, 37294, 37294, 37294, 37294, 37294, 37294, 37294]",37294.0,"[34568, 33296, 26074, 27987, 26822, 26007, 27570, 27408, 26678, 34746, 26923]",28916.272727272728,"[null, null, null, null, null, null, null, null, null, null, null]",,"[0.5253350000000001, 0.5094350000000001, 0.41916000000000003, 0.44307250000000004, 0.42851, 0.41832250000000004, 0.43786, 0.43583500000000003, 0.42671000000000003, 0.52756, 0.4297725]",0.4546884090909091,"[null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_203121,10,"[0.46875, 0.359375, 0.453125, 0.40625, 0.484375, 0.359375, 0.421875, 0.453125, 0.359375, 0.40625]",0.4171875,"[true, false, false, false, false, true, false, false, false, false]",0.2,"[1.0, 0.4193548387096774, 0.8292682926829268, 0.11764705882352944, 0.625, null, 0.8055555555555556, 0.696969696969697, 0.7073170731707317, 0.8974358974358975]",0.6776164903720017,"[null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null]",,"[37768, 37768, 37187, 36559, 37768, 37768, 37768, 37768, 37768, 37768]",37589.0,"[36498, 29848, 31038, 29941, 27005, 30449, 32602, 32773, 41918, 33682]",32575.4,"[null, null, null, null, null, null, null, null, null, null]",,"[0.550645, 0.46752000000000005, 0.48094250000000005, 0.46566, 0.43198250000000005, 0.4750325, 0.5019450000000001, 0.5040825, 0.618395, 0.515445]",0.5011650000000001,"[null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_203700,18,"[0.375, 0.375, 0.40625, 0.359375, 0.421875, 0.453125, 0.453125, 0.421875, 0.453125, 0.390625, 0.375, 0.375, 0.484375, 0.421875, 0.4375, 0.515625, 0.484375, 0.5]",0.4279513888888889,"[false, false, true, false, false, true, false, false, false, false, false, false, true, false, false, false, false, false]",0.16666666666666666,"[0.6923076923076923, 0.9722222222222222, null, 0.9024390243902439, 0.8888888888888888, 1.0, 0.4571428571428572, 0.75, 0.6206896551724138, 0.8275862068965517, 0.9655172413793104, 0.8461538461538461, null, 0.7857142857142857, 0.8333333333333334, 0.5714285714285714, 0.6206896551724138, 0.6538461538461539]",0.7742474771280491,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[37048, 37647, 37647, 36488, 36449, 37057, 37046, 37054, 37048, 37647, 37647, 37647, 35274, 36438, 37074, 37647, 37647, 37647]",37119.555555555555,"[31333, 32577, 29754, 35877, 32715, 31375, 37155, 32036, 28813, 31294, 28578, 29854, 31646, 30710, 26675, 35068, 28230, 29198]",31271.555555555555,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.48428250000000006, 0.50133, 0.4660425, 0.5396825000000001, 0.5000600000000001, 0.48483000000000004, 0.5570525, 0.49308500000000005, 0.4527825, 0.4852925, 0.45134250000000004, 0.46729250000000006, 0.48376, 0.47497, 0.4261225, 0.5324675, 0.4469925, 0.4590925]",0.48369333333333336,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-09_205328,18,"[0.484375, 0.40625, 0.328125, 0.484375, 0.328125, 0.328125, 0.25, 0.3125, 0.34375, 0.328125, 0.46875, 0.375, 0.265625, 0.359375, 0.328125, 0.234375, 0.28125, 0.21875]",0.3402777777777778,"[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]",0.0,"[0.7142857142857143, 0.7, 0.9047619047619048, 0.2727272727272727, 0.26086956521739135, 0.34782608695652173, 0.72, 0.8518518518518519, 0.9666666666666667, 0.5, 0.4444444444444444, 0.8888888888888888, 0.9459459459459459, 0.9047619047619048, 0.8974358974358975, 0.775, 0.7222222222222222, 0.9]",0.7065382425648126,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194, 37194]",37194.0,"[6880, 8470, 7131, 8533, 9969, 10554, 11361, 10358, 9864, 9919, 3191, 11063, 11354, 8432, 10841, 11762, 11868, 12345]",9660.833333333334,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.178985, 0.19886000000000004, 0.18212250000000002, 0.19964750000000003, 0.2175975, 0.22491000000000003, 0.23499750000000003, 0.22246000000000002, 0.216285, 0.2169725, 0.1328725, 0.23127250000000002, 0.23491, 0.19838500000000003, 0.22849750000000002, 0.24001000000000003, 0.24133500000000002, 0.24729750000000003]",0.2137454166666667,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,medium
square_label,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_200019,17,"[0.546875, 0.421875, 0.53125, 0.4375, 0.390625, 0.390625, 0.375, 0.359375, 0.40625, 0.359375, 0.4375, 0.421875, 0.359375, 0.34375, 0.28125, 0.34375, 0.328125]",0.3961397058823529,"[false, false, false, false, false, false, true, true, false, true, true, true, false, false, false, false, false]",0.29411764705882354,"[0.9666666666666667, 0.9642857142857143, 0.5789473684210527, 0.5757575757575757, 0.9555555555555556, 0.75, 1.0, 1.0, 0.9019607843137255, 1.0, 1.0, 1.0, 0.8604651162790697, 0.7291666666666667, 0.9772727272727273, 0.5348837209302326, 0.8333333333333334]",0.8604879546754306,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084, 37084]",37084.0,"[9468, 10100, 9381, 10778, 11778, 12798, 11058, 10944, 10926, 12303, 10470, 11260, 9768, 10636, 11250, 10246, 10571]",10807.941176470587,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.21106000000000003, 0.21896, 0.2099725, 0.227435, 0.239935, 0.252685, 0.230935, 0.22951, 0.22928500000000002, 0.24649749999999998, 0.22358500000000003, 0.23346, 0.21481, 0.22566000000000003, 0.23333500000000001, 0.220785, 0.22484750000000003]",0.22780926470588236,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,medium
square_label,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_201154,11,"[0.4375, 0.421875, 0.46875, 0.4375, 0.46875, 0.46875, 0.515625, 0.46875, 0.515625, 0.46875, 0.484375]",0.46875,"[false, false, false, false, false, false, true, false, false, true, true]",0.2727272727272727,"[0.7058823529411764, 0.6944444444444444, 0.9428571428571428, 0.8780487804878049, 0.8709677419354839, 0.875, 1.0, 0.95, 0.967741935483871, 1.0, 1.0]",0.8986311271045385,"[null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null]",,"[37294, 37294, 37294, 37294, 37294, 37294, 37294, 37294, 37294, 37294, 37294]",37294.0,"[11247, 11435, 12368, 11040, 11347, 11380, 10472, 11310, 10155, 10646, 10264]",11060.363636363636,"[null, null, null, null, null, null, null, null, null, null, null]",,"[0.23382250000000002, 0.2361725, 0.24783500000000003, 0.23123500000000002, 0.23507250000000002, 0.23548500000000003, 0.22413500000000003, 0.23461, 0.22017250000000002, 0.22631, 0.221535]",0.23148954545454548,"[null, null, null, null, null, null, null, null, null, null, null]",,medium
square_label,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_203121,10,"[0.40625, 0.4375, 0.421875, 0.40625, 0.40625, 0.390625, 0.46875, 0.421875, 0.375, 0.40625]",0.4140625,"[false, true, false, false, false, true, false, false, false, false]",0.2,"[0.5714285714285714, 1.0, 0.8536585365853658, 0.17647058823529416, 0.875, null, 0.8611111111111112, 0.303030303030303, 0.7317073170731707, 0.9230769230769231]",0.6994981500600822,"[null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null]",,"[37768, 37768, 37768, 37768, 37768, 37768, 37768, 37768, 37768, 37768]",37768.0,"[11656, 12605, 11592, 11599, 12016, 13265, 11098, 11919, 12363, 12673]",12078.6,"[null, null, null, null, null, null, null, null, null, null]",,"[0.24012, 0.2519825, 0.23932, 0.23940750000000002, 0.24462, 0.2602325, 0.23314500000000002, 0.2434075, 0.2489575, 0.2528325]",0.24540250000000002,"[null, null, null, null, null, null, null, null, null, null]",,medium
square_label,claude-opus-5,1,thinking,false,data/generated/data.csv,val,2026-07-22_203700,18,"[0.421875, 0.40625, 0.390625, 0.421875, 0.5, 0.53125, 0.359375, 0.453125, 0.421875, 0.453125, 0.375, 0.4375, 0.390625, 0.40625, 0.484375, 0.484375, 0.453125, 0.484375]",0.4375,"[false, false, true, false, true, true, false, false, false, false, false, false, true, false, false, false, false, false]",0.2222222222222222,"[0.6923076923076923, 0.9444444444444444, null, 0.926829268292683, 1.0, 1.0, 0.08571428571428574, 0.8611111111111112, 0.6551724137931034, 0.7241379310344828, 0.9310344827586207, 0.7307692307692308, null, 0.25, 0.8333333333333334, 0.5357142857142857, 0.5862068965517242, 0.5769230769230769]",0.7083561532967546,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647, 37647]",37647.0,"[11684, 12409, 12346, 11249, 10381, 10934, 10562, 10935, 10903, 10705, 10068, 10340, 9919, 10460, 9469, 9714, 10187, 8820]",10615.833333333334,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.24016750000000003, 0.24923, 0.2484425, 0.23473, 0.22388000000000002, 0.2307925, 0.22614250000000002, 0.23080500000000004, 0.23040500000000003, 0.22793000000000002, 0.21996750000000004, 0.2233675, 0.218105, 0.2248675, 0.21248, 0.21554250000000003, 0.221455, 0.2043675]",0.22681541666666666,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,medium
square_label,claude-opus-5,1,none,false,data/generated/data.csv,val,2026-07-09_205328,18,"[0.5, 0.515625, 0.421875, 0.5, 0.453125, 0.421875, 0.390625, 0.453125, 0.40625, 0.390625, 0.46875, 0.375, 0.40625, 0.5, 0.390625, 0.375, 0.453125, 0.359375]",0.4322916666666667,"[false, true, true, false, false, false, false, false, false, false, false, false, false, true, false, false, false, false]",0.16666666666666666,"[0.6190476190476191, 1.0, 1.0, 0.6818181818181819, 0.30434782608695654, 0.7391304347826086, 0.92, 0.9259259259259259, 0.9, 0.8214285714285714, 0.4444444444444444, 0.7222222222222222, 0.972972972972973, 1.0, 0.8205128205128205, 0.44999999999999996, 0.8888888888888888, 0.88]",0.7828188837850674,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[35460, 37194, 36622, 36609, 35438, 36613, 37194, 37194, 36594, 36024, 36628, 37194, 37194, 36015, 36609, 37194, 36595, 37194]",36642.5,"[592, 622, 610, 612, 581, 604, 609, 611, 596, 591, 621, 605, 606, 606, 592, 610, 595, 606]",603.8333333333334,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.09605000000000001, 0.10076000000000002, 0.09918000000000002, 0.09917250000000001, 0.09585750000000001, 0.0990825, 0.1005975, 0.10062250000000002, 0.09893500000000001, 0.0974475, 0.09933250000000002, 0.10054750000000001, 0.10056000000000001, 0.0976125, 0.09892250000000001, 0.10061000000000002, 0.09892500000000001, 0.10056000000000001]",0.09915416666666668,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-opus-5,1,none,false,data/generated/data.csv,val,2026-07-22_200019,17,"[0.640625, 0.640625, 0.5625, 0.625, 0.5625, 0.484375, 0.4375, 0.515625, 0.40625, 0.46875, 0.578125, 0.5, 0.5, 0.453125, 0.40625, 0.40625, 0.5]",0.5110294117647058,"[false, false, false, false, true, false, true, false, false, false, true, true, false, false, false, false, false]",0.23529411764705882,"[0.7, 0.9642857142857143, 0.8421052631578947, 0.7575757575757576, 1.0, 0.0, 1.0, 0.9714285714285714, 0.9019607843137255, 0.6341463414634146, 1.0, 1.0, 0.9534883720930233, 0.625, 0.9545454545454546, 0.2790697674418605, 0.9285714285714286]",0.794833967933932,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[36515, 37084, 36511, 36504, 37084, 35935, 36497, 36511, 35927, 36504, 37084, 35345, 36509, 35337, 35910, 37084, 36507]",36402.82352941176,"[604, 610, 603, 598, 606, 585, 593, 592, 581, 594, 602, 577, 592, 573, 578, 594, 598]",592.9411764705883,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.09883750000000001, 0.10033500000000001, 0.09881500000000001, 0.098735, 0.100285, 0.09715, 0.098655, 0.09867750000000002, 0.09708000000000001, 0.09868500000000001, 0.100235, 0.09557500000000001, 0.09867250000000001, 0.095505, 0.097, 0.100135, 0.0987425]",0.09841882352941178,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-opus-5,1,none,false,data/generated/data.csv,val,2026-07-22_201154,11,"[0.578125, 0.515625, 0.5625, 0.546875, 0.5625, 0.609375, 0.578125, 0.59375, 0.625, 0.609375, 0.625]",0.5823863636363636,"[true, false, false, false, false, false, true, false, true, false, false]",0.2727272727272727,"[1.0, 0.6666666666666667, 0.9714285714285714, 0.4878048780487805, 0.7741935483870968, 0.9, 1.0, 0.975, 1.0, 0.975, 0.896551724137931]",0.876967762606277,"[null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null]",,"[36721, 36707, 36130, 36116, 36695, 36713, 37294, 36701, 36728, 36701, 36140]",36604.181818181816,"[595, 599, 591, 593, 601, 602, 616, 607, 603, 608, 593]",600.7272727272727,"[null, null, null, null, null, null, null, null, null, null, null]",,"[0.09924000000000001, 0.099255, 0.09771250000000001, 0.09770250000000001, 0.09925000000000002, 0.0993075, 0.10093500000000001, 0.09934, 0.09935750000000002, 0.0993525, 0.09776250000000002]",0.09901954545454546,"[null, null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-opus-5,1,none,false,data/generated/data.csv,val,2026-07-22_203121,10,"[0.515625, 0.546875, 0.484375, 0.53125, 0.546875, 0.453125, 0.53125, 0.609375, 0.59375, 0.515625]",0.5328125,"[false, false, false, false, false, true, false, false, false, false]",0.1,"[0.5476190476190477, 0.4838709677419355, 0.8780487804878049, 0.11764705882352944, 0.9, null, 0.8888888888888888, 0.9393939393939394, 0.8048780487804879, 0.4358974358974359]",0.6662493519592299,"[null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null]",,"[35968, 37178, 37187, 37163, 36594, 36576, 37196, 37183, 37191, 37135]",36937.1,"[582, 602, 598, 600, 589, 588, 604, 604, 602, 603]",597.2,"[null, null, null, null, null, null, null, null, null, null]",,"[0.09719500000000002, 0.10047000000000002, 0.1004425, 0.10040750000000001, 0.0988475, 0.09879, 0.10054, 0.10050750000000001, 0.10050250000000001, 0.100375]",0.09980775,"[null, null, null, null, null, null, null, null, null, null]",,high
square_label,claude-opus-5,1,none,false,data/generated/data.csv,val,2026-07-22_203700,18,"[0.703125, 0.6875, 0.6875, 0.6875, 0.671875, 0.703125, 0.703125, 0.6875, 0.71875, 0.71875, 0.6875, 0.71875, 0.71875, 0.71875, 0.734375, 0.6875, 0.640625, 0.578125]",0.6918402777777778,"[false, false, true, false, false, false, false, false, false, false, false, false, true, false, false, false, false, false]",0.1111111111111111,"[0.2564102564102564, 0.6111111111111112, null, 0.8292682926829268, 0.6666666666666667, 0.6666666666666667, 0.08571428571428574, 0.7222222222222222, 0.10344827586206895, 0.7931034482758621, 0.0, 0.5, null, 0.1428571428571429, 0.7916666666666666, 0.3214285714285714, 0.9310344827586207, 0.5769230769230769]",0.49990757289038407,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[2370, 585, 1759, 577, 1768, 1207, 2953, 581, 1209, 2970, 1734, 573, 0, 585, 1186, 13708, 35298, 37075]",5896.555555555556,"[37, 10, 30, 10, 28, 19, 48, 9, 19, 48, 27, 10, 0, 10, 20, 223, 576, 604]",96.0,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.006387500000000001, 0.0015875, 0.004772500000000001, 0.0015675000000000003, 0.00477, 0.003255, 0.0079825, 0.001565, 0.0032600000000000003, 0.008025000000000001, 0.0046725000000000004, 0.0015575000000000003, 0.0, 0.0015875, 0.003215, 0.0370575, 0.095445, 0.10023750000000001]",0.01594138888888889,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
square_logits,claude-opus-5,1,none,false,data/generated/data.csv,val,2026-07-09_205328,18,"[0.53125, 0.46875, 0.390625, 0.5, 0.421875, 0.46875, 0.46875, 0.4375, 0.4375, 0.40625, 0.46875, 0.359375, 0.328125, 0.46875, 0.390625, 0.40625, 0.375, 0.421875]",0.4305555555555556,"[false, false, true, false, false, false, false, true, true, false, false, false, true, true, false, false, false, false]",0.2777777777777778,"[0.7619047619047619, 0.95, 1.0, 0.5, 0.782608695652174, 0.782608695652174, 0.56, 1.0, 1.0, 0.9642857142857143, 0.11111111111111116, 0.5277777777777778, 1.0, 1.0, 0.9743589743589743, 0.675, 0.9722222222222222, 0.94]",0.8056598862758283,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434, 55434]",55434.0,"[5195, 5114, 5214, 5177, 5155, 5153, 5106, 5018, 5085, 5040, 5507, 5077, 5078, 5336, 5095, 5161, 5080, 5152]",5152.388888888889,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,"[0.20352250000000002, 0.20251000000000002, 0.20376, 0.20329750000000002, 0.20302250000000002, 0.2029975, 0.20241000000000003, 0.20131000000000002, 0.20214750000000004, 0.20158500000000001, 0.2074225, 0.20204750000000002, 0.20206000000000002, 0.20528500000000002, 0.20227250000000002, 0.20309750000000001, 0.20208500000000001, 0.20298500000000003]",0.20298986111111111,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,high
